book_id,title,author,publisher,creation_date,pub_date,item_type,location_code,material_type,barcode,publication_place,language,descripton,loans
134,"Black wealth, white wealth : a new perspective on racial inequality /","Oliver, Melvin L.",Routledge,2021-07-20T10:35:25Z,2006.,Book - Physical,GEN,Book,31175030599701,"New York, NY :",eng,NA,1
135,Statistics in the 21st century /,NA,Chapman & Hall/CRC,2016-08-03T01:12:03Z,©2002.,Book - Physical,GEN,Book,31175026622715,"Boca Raton, Fla :",eng,NA,1
136,"Becoming undone : Darwinian reflections on life, politics, and art /","Grosz, Elizabeth.",Duke University Press,2016-08-03T01:12:05Z,2011.,Book - Physical,GEN,Book,31175034425127,Durham :,eng,NA,1
137,"Concrete garden projects : easy & inexpensive containers, furniture, water features & more /","Nilsson, Malin, 1966- author.",Timber Press,2016-08-03T01:12:04Z,[2011],Book - Physical,GEN,Book,31175034289820,"Portland, Oregon :",eng,NA,1
138,Processing politics : learning from television in the Internet age /,"Graber, Doris A. 1923-2018. (Doris Appel),",University of Chicago Press,2016-08-03T01:12:07Z,2001.,Book - Physical,GEN,Book,31175026023997,Chicago :,eng,NA,1
139,Ancient slavery and abolition : from Hobbes to Hollywood /,NA,Oxford University Press,2016-08-03T01:12:18Z,2011.,Book - Physical,GEN,Book,31175034295579,Oxford [England] ; New York :,eng,NA,1
140,Recreating Japanese men /,NA,University of California Press,2016-08-03T01:12:20Z,©2011.,Book - Physical,GEN,Book,31175034426877,Berkeley :,eng,NA,1
141,The scientific names of the British Lepidoptera : their history and meaning /,"Emmet, A. M.",Harley Books,2016-08-03T01:12:37Z,1991.,Book - Physical,GEN,Book,31175015593448,"Colchester, Essex, England :",eng,NA,1
142,New horizons in hermeneutics /,"Thiselton, Anthony C.",HarperCollins,2016-08-03T01:12:39Z,1992.,Book - Physical,GEN,Book,31175017284939,London :,eng,NA,1
143,"Afforestation : policies, planning, and progress /",NA,Distributed in North America by CRC Press; Belhaven Press,2016-08-03T01:12:39Z,1993,Book - Physical,GEN,Book,31175017280820,"London ; Florida : Boca Raton, Fla. :",eng,NA,1
144,Liberty and coercion : the paradox of American government from the founding to the present /,"Gerstle, Gary, 1954- author.",Princeton University Press,2021-07-20T10:34:09Z,©2015,Book - Physical,GEN,Book,31175035845091,Princeton :,eng,NA,1
145,The Return of grand theory in the human sciences /,NA,Cambridge University Press,2016-08-03T01:12:51Z,1985.,Book - Physical,GEN,Book,31175011160630,Cambridge [Cambridgeshire] ; New York :,eng,NA,1
146,Retrospect of western travel /,"Martineau, Harriet, 1802-1876, author.",Sold by Harper & Brothers; Published by Saunders and Otley,2016-08-03T01:12:56Z,1838.,Book - Physical,GEN,Book,31175013571271,"London : New York, NY :",eng,NA,1
147,"Sex, knowledge, and receptions of the past /",NA,Oxford University Press,2016-08-03T01:13:05Z,2015.,Book - Physical,GEN,Book,31175035823460,Oxford ; New York :,eng,NA,1
148,Puerto Rico's statehood movement /,"Meléndez, Edgardo.",Greenwood Press,2016-08-03T01:13:12Z,1988.,Book - Physical,GEN,Book,31175012133339,New York :,eng,NA,1
149,Puns /,"Redfern, W. D.",Blackwell,2016-08-03T01:13:10Z,1984,Book - Physical,GEN,Book,31175010911165,"Oxford, UK ; New York, NY, USA :",eng,NA,1
150,"Pudd'nhead Wilson ; and, Those extraordinary twins : authoritative texts, textual introduction and tables of variants, criticism /","Twain, Mark, 1835-1910.",Norton,2016-08-03T01:13:18Z,©1980.,Book - Physical,GEN,Book,31175007555199,New York :,eng,NA,1
151,Purity and danger : an analysis of concepts of pollution and taboo /,"Douglas, Mary, 1921-2007.",Routledge and Kegan Paul,2016-08-03T01:13:22Z,"1978, ©1966.",Book - Physical,GEN,Book,31175005857951,London :,eng,c.2,1
152,Purity and danger : an analysis of concepts of pollution and taboo /,"Douglas, Mary, 1921-2007.",Routledge and Kegan Paul,2016-08-03T01:13:22Z,"1978, ©1966.",Book - Physical,GEN,Book,31175005857944,London :,eng,NA,1
153,I think of you : stories /,"Soueif, Ahdaf.",Anchor Books/Random House,2016-08-03T01:13:27Z,2007.,Book - Physical,GEN,Book,31175031685913,New York :,eng,NA,1
154,Applied logistic regression /,"Hosmer, David W.",Wiley,2016-08-03T01:13:32Z,©2000.,Book - Physical,GEN,Book,31175026022692,New York :,eng,NA,1
155,Statistical design /,"Casella, George.",Springer,2016-08-03T01:13:35Z,2008.,Book - Physical,GEN,Book,31175032484522,New York :,eng,NA,1
156,"The Aztec Templo Mayor : a symposium at Dumbarton Oaks, 8th and 9th October 1983 /",NA,Dumbarton Oaks Research Library and Collection,2016-08-03T01:13:34Z,©1987.,Book - Physical,GEN,Book,31175023921490,"Washington, D.C. :",eng,NA,1
157,Thundering Zeus : the making of Hellenistic Bactria /,"Holt, Frank Lee.",University of California Press,2016-08-03T01:13:35Z,©1999.,Book - Physical,GEN,Book,31175023920625,Berkeley :,eng,NA,1
158,Ellsworth Kelly : works on paper /,"Upright, Diane.",HN Abrams in association with Fort Worth Art Museum,2016-08-03T01:13:37Z,1987.,Book - Physical,GEN,Book,31175012101203,New York :,eng,NA,1
159,Aristotelianism in the first century BCE : Xenarchus of Seleucia /,"Falcon, Andrea",Cambridge University Press,2016-08-03T01:13:45Z,2012,Book - Physical,GEN,Book,31175034584964,Cambridge ; New York :,eng,NA,1
160,Constructing American lives : biography & culture in nineteenth-century America /,"Casper, Scott E.",University of North Carolina Press,2016-08-03T01:13:44Z,©1999.,Book - Physical,GEN,Book,31175023920765,Chapel Hill :,eng,NA,1
161,Aesthetic approaches to children's literature : an introduction /,"Nikolajeva, Maria, author.",Scarecrow Press Inc,2016-08-03T01:13:47Z,[2005],Book - Physical,GEN,Book,31175030061769,"Lanham, Maryland :",eng,NA,1
162,Spiritual gems : the mystical Qurʼān commentary ascribed to Jaʻfar al-Ṣādiq as contained in Sulamīʹs Ḥaqāʼiq al-Tafsīr from the text of Paul Nwyia /,"Jaʻfar al-Ṣādiq, 702?-765 or 766.",Fons Vitae,2016-08-03T01:13:49Z,2011.,Book - Physical,GEN,Book,31175034555584,"Louisville, Ky. :",eng,NA,1
163,A history of mining in Latin America : from the colonial era to the present /,"Brown, Kendall W., 1949-",University of New Mexico Press,2016-08-03T01:13:50Z,2012,Book - Physical,GEN,Book,31175034584345,Albuquerque :,eng,NA,1
164,Culinary capital /,"Naccarato, Peter, 1970-",Berg,2016-08-03T01:13:51Z,2012.,Book - Physical,GEN,Book,31175035012205,London ; New York :,eng,NA,1
165,"Sword of the spirit, shield of faith : religion in American war and diplomacy /","Preston, Andrew, 1973- author.",Alfred A Knopf,2016-08-03T01:13:50Z,2012.,Book - Physical,GEN,Book,31175034555550,New York :,eng,NA,1
166,Resumen histórico del urbanismo en Espańa,NA,Instituto de Administración Local,2016-08-03T01:13:50Z,1968.,Book - Physical,GEN,Book,31175021797231,[Madrid],spa,NA,1
167,"Native traditions in the postconquest world : a symposium at Dumbarton Oaks, 2nd through 4th October 1992 /",NA,Dumbarton Oaks,2016-08-03T01:13:50Z,©1998.,Book - Physical,GEN,Book,31175023921516,"Washington, D.C. :",eng,NA,1
168,Relative chronology in early Greek epic poetry /,NA,Cambridge University Press,2016-08-03T01:13:51Z,2012,Book - Physical,GEN,Book,31175034553118,Cambridge ; New York :,eng,NA,1
169,Lectures on quantum mechanics /,"Weinberg, Steven, 1933-2021.",Cambridge University Press,2016-08-03T01:14:04Z,2013.,Book - Physical,GEN,Book,31175035013914,Cambridge ; New York :,eng,NA,1
170,"Data analysis and statistics for geography, environmental science, and engineering /","Acevedo, Miguel F.",CRC Press,2016-08-03T01:14:08Z,c2013.,Book - Physical,GEN,Book,31175035008773,Boca Raton :,eng,NA,1
171,Tragic no more : mixed-race women and the nexus of sex and celebrity /,"Streeter, Caroline A., 1962-",University of Massachusetts Press,2016-08-03T01:14:09Z,©2012.,Book - Physical,GEN,Book,31175035013708,Amherst :,eng,NA,1
172,"Competing with the Soviets : Science, technology, and the state in Cold War America /","Wolfe, Audra J., author.",Johns Hopkins University Press,2016-08-03T01:14:11Z,©2013.,Book - Physical,GEN,Book,31175035013724,"Baltimore, Maryland :",eng,NA,1
173,"The Turkish muse : views & reviews, 1960s-1990s /","Halman, Talât Sait",Crescent Hill Publications; Syracuse University Press,2016-08-03T01:14:15Z,2006,Book - Physical,GEN,Book,31175030763265,"Syracuse, N.Y. : New York :",eng,NA,1
174,What is the purpose of your visit? /,"Barford, Wanda.",Flambard,2016-08-03T01:14:38Z,2006.,Book - Physical,GEN,Book,31175030557642,Hexham :,eng,NA,1
175,The Silk Road : from Xi'an to Kashgar /,"Bonavia, Judy.",Distribution in the United States of America by WW Norton; Airphoto International; Odyssey,2016-08-03T01:14:43Z,©2004.,Book - Physical,GEN,Book,31175030995537,Hong Kong : New York :,eng,NA,1
176,Russia's foreign policy : change and continuity in national identity /,"Tsygankov, Andrei P., 1964-",Rowman & Littlefield,2016-08-03T01:14:50Z,©2006.,Book - Physical,GEN,Book,31175030599206,Lanham :,eng,NA,1
177,The Zen doctrine of no-mind : the significance of the sūtra of Hui-neng (Wei-lang) /,"Suzuki, Daisetz Teitaro, 1870-1966.",Samuel Weiser,2016-08-03T01:15:00Z,[1993],Book - Physical,GEN,Book,31175030563533,"York Beach, Me. :",eng,NA,1
178,Russian literature and empire : conquest of the Caucasus from Pushkin to Tolstoy /,"Layton, Susan.",Cambridge University Press,2016-08-03T01:15:00Z,1994.,Book - Physical,GEN,Book,31175019794786,"Cambridge ; New York, NY :",eng,NA,1
179,Selected writings /,"Browne, Thomas, Sir, 1605-1682.",Fyfield,2016-08-03T01:15:02Z,1995.,Book - Physical,GEN,Book,31175019808032,Manchester :,eng,NA,1
180,Writing the character-centered screenplay /,"Horton, Andrew, 1944-",University of California Press,2016-08-03T01:15:04Z,1999.,Book - Physical,GEN,Book,31175025020820,Berkeley :,eng,NA,1
181,Once upon an American dream : the story of Euro Disneyland /,"Lainsbury, Andrew, 1967-",University Press of Kansas,2016-08-03T01:15:07Z,2000.,Book - Physical,GEN,Book,31175024777313,"Lawrence, Kan. :",eng,NA,1
182,Chip off my shoulder,"Stokes, Thomas Lunsford, 1898-1958.",Princeton University Press,2016-08-03T01:15:09Z,1940.,Book - Physical,GEN,Book,31175024960794,"Princeton,",eng,NA,1
183,Retrospect of western travel /,"Martineau, Harriet, 1802-1876.",ME Sharpe,2016-08-03T01:15:10Z,©2000.,Book - Physical,GEN,Book,31175026561632,"Armonk, N.Y. :",eng,NA,1
184,Doing feminist research /,NA,Routledge & Kegan Paul,2016-08-03T01:15:16Z,1981.,Book - Physical,GEN,Book,31175007696720,London ; Boston :,eng,NA,1
185,"The private rod : marital violence, sensation, and the law in Victorian Britain /","Tromp, Marlene, 1966- author.",University Press of Virginia,2021-07-20T10:35:34Z,[2000],Book - Physical,GEN,Book,31175026554579,Charlottesville ; london :,eng,NA,1
186,Female acts in Greek tragedy /,"Foley, Helene P., 1942-",Princeton University Press,2016-08-03T01:15:47Z,©2001.,Book - Physical,GEN,Book,31175025973747,"Princeton, N.J. :",eng,NA,1
187,Islamic mysticism : a short history /,"Knysh, Alexander D.",Brill,2016-08-03T01:15:57Z,2000.,Book - Physical,GEN,Book,31175031792156,"Leiden, the Netherlands ; Boston :",eng,NA,1
188,"Memoirs of Hadrian, and reflections on the composition of memoirs of Hadrian /","Yourcenar, Marguerite.",Farrar Straus,2016-08-03T01:16:07Z,1963.,Book - Physical,GEN,Book,31175014123064,"New York,",eng,NA,1
189,Ukazatelʹ skazochnykh si︠u︡zhetov po sisteme Aarne /,"Andreev, N. P. 1892-1942. (Nikolaĭ Petrovich),",Berkeley Slavic Specialties,2016-08-03T01:16:53Z,1993.,Book - Physical,GEN,Book,31175020521574,[Berkeley?] :,rus,NA,1
190,"Power in transition : the rise of Guatemala's industrial oligarchy, 1871-1994 /","Dosal, Paul J. 1960- (Paul Jaime),",Praeger,2016-08-03T01:16:54Z,1995.,Book - Physical,GEN,Book,31175020525906,"Westport, Conn. :",eng,NA,1
191,Cultural politics and social movements /,NA,Temple University Press,2016-08-03T01:16:57Z,1995.,Book - Physical,GEN,Book,31175020514256,Philadelphia :,eng,NA,1
192,Play & culture studies.,NA,Ablex Pub Co,2016-08-03T01:17:02Z,c1998-,Other Serial - Physical,GEN,Journal,31175033423859,"Greenwich, CT :",eng,v.10(2010),1
193,"The water king : Anthony Chabot, his life and times /","Burgess, Sherwood D.",Panorama West Pub,2016-08-03T01:17:06Z,1992.,Book - Physical,GEN,Book,31175016552922,"Davis, Calif. :",eng,NA,1
194,"Six solos for a flute and a bass : being the second part of his fifth opera : containing preludes, allmands, corrants, jiggs, sarabands, gavotts, with the Spanish folly : the whole exactly transpos'd and made fitt for a flute and a bass with the aprobation of severall eminent masters /","Corelli, Arcangelo, 1653-1713.",Musikakademie,2016-08-03T01:17:07Z,[198-?],Notated music - Physical,GEN,Music,31175016763685,[Basel] :,zxx,pt.1,1
195,"Six solos for a flute and a bass : being the second part of his fifth opera : containing preludes, allmands, corrants, jiggs, sarabands, gavotts, with the Spanish folly : the whole exactly transpos'd and made fitt for a flute and a bass with the aprobation of severall eminent masters /","Corelli, Arcangelo, 1653-1713.",Musikakademie,2016-08-03T01:17:07Z,[198-?],Notated music - Physical,GEN,Music,31175016763677,[Basel] :,zxx,pt.2,1
196,Medicinal plants of the world : an illustrated scientific guide to important medicinal plants and their uses /,"Van Wyk, Ben-Erik.",Timber Press,2016-08-03T01:17:09Z,2004.,Book - Physical,GEN,Book,31175028671140,Portland :,eng,NA,1
197,"The cantaoras : music, gender, and identity in flamenco song /","Chuse, Loren.",Routledge,2016-08-03T01:17:12Z,2003.,Book - Physical,GEN,Book,31175028481953,New York :,eng,NA,1
198,Mixed boundary value problems in potential theory /,"Sneddon, Ian Naismith.",Wiley; North-Holland Pub Co,2016-08-03T01:17:14Z,1966.,Book - Physical,GEN,Book,31175004598358,Amsterdam : New York :,eng,NA,1
199,The rise of historical sociology /,"Smith, Dennis, 1945 Apr. 21-",Polity,2016-08-03T01:17:13Z,1991.,Book - Physical,GEN,Book,31175015631941,Cambridge :,eng,NA,1
200,The only way /,"Casas, Bartolomé de las, 1484-1566.",Paulist Press,2016-08-03T01:17:14Z,©1992.,Book - Physical,GEN,Book,31175016554381,New York :,eng,NA,1
201,"Sacred song in America : religion, music, and public culture /","Marini, Stephen A., 1946-",University of Illinois Press,2016-08-03T01:17:17Z,©2003.,Book - Physical,GEN,Book,31175028481896,Urbana :,eng,NA,1
202,Models and mirrors : towards an anthropology of public events /,"Handelman, Don.",Cambridge University Press,2016-08-03T01:17:29Z,1990.,Book - Physical,GEN,Book,31175013414803,Cambridge ; New York :,eng,NA,1
203,The making of middle/brow culture /,"Rubin, Joan Shelley, 1947-",University of North Carolina Press,2016-08-03T01:17:30Z,©1992.,Book - Physical,GEN,Book,31175016362025,Chapel Hill :,eng,NA,1
204,Effects of resource distribution on animal-plant interactions /,NA,Academic Press,2016-08-03T01:17:31Z,1992.,Book - Physical,GEN,Book,31175016362686,San Diego :,eng,NA,1
205,"Elk Lake, Minnesota : evidence for rapid climate change in the north-central United States /",NA,Geological Society of America,2016-08-03T01:17:39Z,©1993.,Book - Physical,GEN,Book,31175017640395,"Boulder, Colo. :",eng,NA,1
206,Essential cell biology /,NA,Garland Science,2016-08-03T01:17:40Z,2010.,Book - Physical,GEN,Book,31175033719181,New York :,eng,NA,1
207,L'art du commensal : boire dans la culture arabe classique /,"Kushājim, Maḥmūd ibn al-Ḥusayn, active 10th century.",Sindbad; Actes sud,2016-08-03T01:17:40Z,2009.,Book - Physical,GEN,Book,31175033732838,Arles : Paris :,fre,NA,1
208,"The match king : Ivar Kreuger, the financial genius behind a century of Wall Street scandals /","Partnoy, Frank.",PublicAffairs,2021-07-20T10:27:33Z,©2009.,Book - Physical,GEN,Book,31175033696686,New York :,eng,NA,1
209,Surface analysis : the principal techniques /,NA,Wiley,2016-08-03T01:17:45Z,2009.,Book - Physical,GEN,Book,31175032962824,"Chichester, U.K. :",eng,NA,1
210,Lee Krasner : the nature of the body : works from 1933 to 1984 /,"Krasner, Lee, 1908-1984.",Guild Hall Museum,2016-08-03T01:17:50Z,1995.,Book - Physical,GEN,Book,31175022022787,"East Hampton, N.Y. :",eng,NA,1
211,Matsuri : the festivals of Japan /,"Plutschow, Herbert E., 1939-2010.",Japan Library,2016-08-03T01:17:51Z,1996.,Book - Physical,GEN,Book,31175021607356,Surrey :,eng,NA,1
212,Animal acts : configuring the human in western history /,NA,Routledge,2016-08-03T01:17:50Z,1997.,Book - Physical,GEN,Book,31175022017373,New York :,eng,NA,1
213,Mysticism : holiness East and West /,"Carmody, Denise Lardner, 1935-",Oxford University Press,2016-08-03T01:17:59Z,1996.,Book - Physical,GEN,Book,31175021094506,New York :,eng,NA,1
214,Birth of the leviathan : building states and regimes in medieval and early modern Europe /,"Ertman, Thomas.",Cambridge University Press,2016-08-03T01:17:58Z,1997.,Book - Physical,GEN,Book,31175021622074,"Cambridge, UK ; New York :",eng,NA,1
215,The mystery religion of W.B. Yeats /,"Hough, Graham, 1908-1990.",Barnes & Noble; Harvester Press,2016-08-03T01:18:02Z,1984.,Book - Physical,GEN,Book,31175010875543,"Brighton, Sussex : Totowa, N.J. :",eng,NA,1
216,Orthopaedic review.,NA,Excerpta Medica Inc etc,2016-08-03T01:18:03Z,1972,Journal (Ceased publication) - Physical,GEN,Journal,31175017997050,"[Belle Mead, NJ, etc. :",eng,v.15 no.9-12,1
217,"Man Ray, 1890-1976.","Man Ray, 1890-1976.",Abrams,2016-08-03T01:18:03Z,1995.,Book - Physical,GEN,Book,31175021094167,New York :,eng,NA,1
218,The mystical philosophy of Ibn Masarra and his followers /,"Asín Palacios, Miguel, 1871-1944.",Brill,2016-08-03T01:18:06Z,1978.,Book - Physical,GEN,Book,31175005252351,Leiden :,eng,NA,1
219,"The birth of the museum : history, theory, politics /","Bennett, Tony, 1947- author.",Routledge,2016-08-03T01:18:05Z,1995.,Book - Physical,GEN,Book,31175021086361,London ; New York :,eng,NA,1
